STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2015,,18.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2016,,15.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2017,,10.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2018,,10.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2019,,10.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2020,,9.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2021,,9.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2022,,7.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2023,,8.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,IT,Italy,2024,,7.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2014,,27.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2015,,25.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2016,,27.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2017,,23.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2018,,21.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2019,,18.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2020,,15.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2021,,13.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2022,,11.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2023,,16.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LT,Lithuania,2024,,13.1,,p,provisional,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2014,,2.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2015,,2.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2016,,2.4,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2017,,1.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2018,,1.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2019,,1.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2020,,2.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2021,,2.2,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2022,,2.0,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2023,,3.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LU,Luxembourg,2024,,3.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2014,,28.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2015,,25.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2016,,21.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2017,,22.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2018,,17.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2019,,13.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2020,,11.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2021,,9.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2022,,13.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2023,,12.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,LV,Latvia,2024,,9.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2014,,49.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2015,,41.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2016,,41.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2017,,40.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2018,,36.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2019,,30.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2020,,31.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2021,,33.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,ME,Montenegro,2022,,25.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2014,,48.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2015,,44.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2016,,42.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2017,,38.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2018,,37.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2019,,37.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MK,North Macedonia,2020,,33.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2014,,21.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2015,,14.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2016,,9.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2017,,6.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2018,,7.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2019,,8.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2020,,8.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2021,,8.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2022,,8.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2023,,7.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,MT,Malta,2024,,8.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2014,,7.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2015,,6.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2016,,5.5,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2017,,5.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2018,,5.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2019,,6.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2020,,4.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2021,,4.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2022,,5.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2023,,5.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NL,Netherlands,2024,,5.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2014,,2.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2015,,2.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2017,,3.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2018,,2.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2019,,3.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2020,,4.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2021,,3.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2022,,3.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2023,,4.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,NO,Norway,2024,,5.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2014,,19.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2015,,15.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2016,,11.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2017,,10.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2018,,9.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2019,,8.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2020,,5.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2021,,6.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2022,,5.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2023,,5.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PL,Poland,2024,,5.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2014,,23.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2015,,19.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2016,,16.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2017,,15.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2018,,13.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2019,,11.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2020,,11.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2021,,12.5,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2022,,10.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2023,,10.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,PT,Portugal,2024,,8.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2014,,53.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2015,,47.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2016,,48.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2017,,45.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2018,,40.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2019,,37.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2020,,36.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2021,,32.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2022,,33.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,RO,Romania,2023,,28.7,,,,,
