STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2017,,15.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2018,,14.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2019,,13.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2020,,14.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2015,,7.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2016,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2017,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2018,,3.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2019,,3.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2020,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2021,,3.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2022,,3.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2023,,2.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2024,,3.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2015,,9.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2016,,7.7,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2017,,9.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2018,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2019,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2020,,6.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2021,,7.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2022,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2023,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2024,,6.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2015,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2016,,6.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2017,,8.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2018,,7.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2019,,6.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2020,,8.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2021,,8.3,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2022,,9.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2023,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2024,,7.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2015,,7.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2016,,7.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2017,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2018,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2019,,6.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2020,,5.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2021,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2022,,4.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2023,,4.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PL,Poland,2024,,4.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2015,,10.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2016,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2017,,7.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2018,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2019,,6.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2020,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2021,,5.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2022,,5.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2023,,6.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2024,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2015,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2016,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2017,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2018,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2019,,3.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2020,,3.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2021,,2.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2022,,3.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2023,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2024,,3.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2015,,21.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2016,,22.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2017,,21.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2018,,18.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2019,,18.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2020,,17.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2021,,16.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2022,,14.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2023,,13.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2015,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2016,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2017,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2018,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2019,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2020,,5.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2021,,5.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2022,,6.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2023,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2024,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2015,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2016,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2017,,5.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2018,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2019,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2020,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2021,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2022,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2023,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2024,,4.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2015,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2016,,6.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2017,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2018,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2019,,6.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2020,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2021,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2022,,3.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2023,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2024,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2015,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2016,,6.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2017,,6.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2018,,6.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2019,,6.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2020,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2021,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2022,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2023,,6.3,,,,,
